4782;4782;OXXO LA CADELARIA;BOGOTA;C 11 3 57;;BOGOTÁ D.C.;C 11 3 57
4783;4783;OXXO LAGO ALTO;BOGOTA;KR 13 76 21;;BOGOTÁ D.C.;KR 13 76 21
4784;4784;OXXO MAGDALENA;BOGOTA;KR 13 36 01;;BOGOTÁ D.C.;KR 13 36 01
4785;4785;OXXO NIEVES;BOGOTA;CL 20 7 41;;BOGOTÁ D.C.;CL 20 7 41
4786;4786;OXXO ORQUIDEAS;BOGOTA;CL 161 16 A 47;;BOGOTÁ D.C.;CL 161 16 A 47
4787;4787;OXXO PALMAS;BOGOTA;KR 16 57 07;;BOGOTÁ D.C.;KR 16 57 07
4788;4788;OXXO PALOQUEMAO;BOGOTA;AK 30 18 A 56;;BOGOTÁ D.C.;AK 30 18 A 56
4789;4789;OXXO PLAZA 39;BOGOTA;KR 7 39 21 LC 130 131;;BOGOTÁ D.C.;KR 7 39 21 LC 130 131
4790;4790;OXXO SERVITECA;BOGOTA;CL 125 60 03;;BOGOTÁ D.C.;CL 125 60 03
4791;4791;OXXO SHAIO;BOGOTA;KR 70 H 116 35;;BOGOTÁ D.C.;KR 70 H 116 35
4792;4792;OXXO TOBERIN;BOGOTA;CL 166 20 72 BG 4;;BOGOTÁ D.C.;CL 166 20 72 BG 4
4793;4793;P PAGO LOTERIA DEL TOLIMA;TOLIMA;KR 2 11 59 PI 2;;IBAGUÉ;KR 2 11 59 PI 2
4794;4794;P R MERCADEO INTEGRAL LTDA;BOGOTA;CL 95 45 A 29;;BOGOTÁ D.C.;CL 95 45 A 29
4795;4795;P R MERCADEO INTEGRAL LTDA 2;BOGOTA;CL 95 45 A 29;;BOGOTÁ D.C.;CL 95 45 A 29
4796;4796;P.C. SHOP - COL;QUINDIO;CE BOLIVAR LC D 18;;ARMENIA (QUINDIO);CE BOLIVAR LC D 18
4797;4797;PABON DE SOTO MIRYAM ESTELA;VALLE DEL CAUCA;CL 13 B 70 105;;CALI;CL 13 B 70 105
4798;4798;PACHO DROGAS CORALES;RISARALDA;KR 25 80 116;;PEREIRA;KR 25 80 116
4799;4799;PACHO DROGAS Y CIA N 02 AVDA DE AGOSTO;RISARALDA;AV 30 AGOSTO 48 149 LC 1 ESTACION DE SERVICIO;;PEREIRA;AV 30 AGOSTO 48 149 LC 1 ESTACION DE SERVICIO
4800;4800;PACHODROGAS INVICO;RISARALDA;AV CIRCUNVALAR 14 32;;PEREIRA;AV CIRCUNVALAR 14 32
4801;4801;PAGOS DEL MAR;VALLE DEL CAUCA;KR 19 CL 3 18 42;;BUENAVENTURA;KR 19 CL 3 18 42
4802;4802;PAGOS GESTIONES E INTERNET JM;VALLE DEL CAUCA;CL 84 26 65;;CALI;CL 84 26 65
4803;4803;PAGOS ONLINE.NET;CESAR;KR 18 4 63;;AGUACHICA;KR 18 4 63
4804;4804;PALACE COMUNICACIONES;VALLE DEL CAUCA;CL 10 9 50;;JAMUNDÍ;CL 10 9 50
4805;4805;PALACIO DE LOS LECTORES;ANTIOQUIA;AEROPUERTO JOSE MARiA CORDOBA LC 22 - 00;;RIONEGRO (ANT);AEROPUERTO JOSE MARiA CORDOBA LC 22 - 00
4806;4806;PALMER.COM;ATLANTICO;CL 79 42 389;;BARRANQUILLA;CL 79 42 389
4807;4807;PALMITAS LTDA;MAGDALENA;CL 24 11 44;;SANTA MARTA;CL 24 11 44
4808;4808;PAN COLOMBIA RICO;BOGOTA;KR 4 192 16;;BOGOTÁ D.C.;KR 4 192 16
4809;4809;PANAD. REFRES. SANTANDER;ATLANTICO;KR 45 40 12;;BARRANQUILLA;KR 45 40 12
4810;4810;PANADERIA 109 GOLCONDA;BOGOTA;CL 109 6 47;;BOGOTÁ D.C.;CL 109 6 47
4811;4811;PANADERIA 118 GOLCONDA;BOGOTA;CL 118 6 73;;BOGOTÁ D.C.;CL 118 6 73
4812;4812;PANADERIA CENTRAL;BOLIVAR;KR 41 21 34;;SAN JACINTO;KR 41 21 34
4813;4813;PANADERIA DELICIAS SAN CARLOS SAN GIL;SANTANDER;CL 17 5 51 ALMENDROS 2;;SAN GIL;CL 17 5 51 ALMENDROS 2
4814;4814;PANADERIA DON PANINI;CALDAS;KR 15 4 A 69;;MANIZALES;KR 15 4 A 69
4815;4815;PANADERIA DULCELANDIA EXPRESS;LA GUAJIRA;CL 13 16 01;;FONSECA;CL 13 16 01
4816;4816;PANADERIA FANNY MEJIA;BOGOTA;CL 65 3 B 32;;BOGOTÁ D.C.;CL 65 3 B 32
4817;4817;PANADERIA FRESPAN DE LA NEVADA;CESAR;KR 6 43 18;;VALLEDUPAR;KR 6 43 18
4818;4818;PANADERIA GAITAN;SANTANDER;KR 8 6 32;;BARBOSA (SANT);KR 8 6 32
4819;4819;PANADERIA JUANFER;ANTIOQUIA;KR 72 }29 79;;MEDELLIN;KR 72 }29 79
4820;4820;PANADERIA LA REINA;MAGDALENA;KR 16 N 11 EQ;;SANTA MARTA;KR 16 N 11 EQ
4821;4821;PANADERIA LOS PINOS;SANTANDER;CL 14 34 75;;BUCARAMANGA;CL 14 34 75
4822;4822;PANADERIA NICE FLAVOR;ATLANTICO;CL 93 43 11;;BARRANQUILLA;CL 93 43 11
4823;4823;PANADERIA NUVA FONTANA;VALLE DEL CAUCA;KR 66 13 E 07;;CALI;KR 66 13 E 07
4824;4824;PANADERIA ORO PAN;ATLANTICO;KR 43 69 210;;BARRANQUILLA;KR 43 69 210
4825;4825;PANADERIA RAPITIENDA Y RESTAURANTE TRIGO PAN;VALLE DEL CAUCA;CORREGIMIENTO DE FELIDIA DE CALI;;CALI;CORREGIMIENTO DE FELIDIA DE CALI
4826;4826;PANADERIA REPOSTERIA PASTELERIA Y SUPERMARKETING LA NONNA;ATLANTICO;CL 94 51 B 88;;BARRANQUILLA;CL 94 51 B 88
4827;4827;PANADERIA RIQUIPAN;CESAR;CL 6 5 192;;LA PAZ (CESAR);CL 6 5 192
4828;4828;PANADERIA ROCAPAN LA 38;ATLANTICO;CL 56 38 02;;BARRANQUILLA;CL 56 38 02
4829;4829;PANADERIA RUSA;MAGDALENA;CL 17 9 45 LC 2;;CIÉNAGA;CL 17 9 45 LC 2
4830;4830;PANADERIA SUPER PAN MAICAO;LA GUAJIRA;CL 16 12 67;;MAICAO;CL 16 12 67
4831;4831;PANADERIA TRIGO PAN;CESAR;CL 4 5 A 20;;SAN DIEGO;CL 4 5 A 20
4832;4832;PANADERIA TRIGOPAN LA LOMA;CESAR;CL CENTRAL LA LOMA;;EL PASO;CL CENTRAL LA LOMA
4833;4833;PANADERIA VIVIPAN 2;BOGOTA;KR 152 134 21 BR LISBOA;;BOGOTÁ D.C.;KR 152 134 21 BR LISBOA
4834;4834;PANADERIA Y CAFETERIA CONNIE;BOGOTA;KR 18 136 10;;BOGOTÁ D.C.;KR 18 136 10
4835;4835;PANADERIA Y CAFETERIA MIR;ANTIOQUIA;CL 32 C 78 27;;MEDELLIN;CL 32 C 78 27
4836;4836;PANADERIA Y CIGARRERIA OVNIS;BOGOTA;AV 19 97 34;;BOGOTÁ D.C.;AV 19 97 34
4837;4837;PANADERIA Y CIGARRERIA SAN GABRIEL;BOGOTA;KR 58 C 142 14 LC 3;;BOGOTÁ D.C.;KR 58 C 142 14 LC 3
4838;4838;PANADERIA Y FUENTE DE SODA EL PAISA N. 1;VALLE DEL CAUCA;TV 25 28 06;;CALI;TV 25 28 06
4839;4839;PANADERIA Y HELADERIA LA ESQUICITA GS;CESAR;CL 9 5 EQ;;BECERRIL;CL 9 5 EQ
4840;4840;PANADERIA Y HOSPEDAJE SUPER PAN MANAURE;LA GUAJIRA;KR 04 06 02 CENTRO;;MANAURE;KR 04 06 02 CENTRO
4841;4841;PANADERIA Y MISCELANEA EL MONO;VALLE DEL CAUCA;AV 4 N 50 N 13;;CALI;AV 4 N 50 N 13
4842;4842;PANADERIA Y PASTELERIA ANDINA;NORTE DE SANTANDER;AV 15 E N 9 A N 08;;CÚCUTA;AV 15 E N 9 A N 08
4843;4843;PANADERIA Y PASTELERIA NIZA;NORTE DE SANTANDER;CL 15 N 16 BE 12;;CÚCUTA;CL 15 N 16 BE 12
4844;4844;PANADERIA Y PASTLERIA MI CABANA;SANTANDER;KR 33 41 58;;BUCARAMANGA;KR 33 41 58
4845;4845;PANADERIA Y REPOSTERIA RICKY S PAN;SUCRE;KR 21 22 07;;SAMPUÉS;KR 21 22 07
4846;4846;PANADERIA Y REPOSTERIA SUPERPAN;CORDOBA;KR 16 6 06;;CIÉNAGA DE ORO;KR 16 6 06
4847;4847;PAÑALERA Y MISCELANEA CASA MODELO;BOGOTA;CL 50 B 5 B 93 SUR ESTE;;BOGOTÁ D.C.;CL 50 B 5 B 93 SUR ESTE
4848;4848;PANAMERICANA DISTRIBUIDORA DE LOTERIAS;BOGOTA;KR 66 71 25 ANTIGUA / KR 69 P 71 25 NUEVA;;BOGOTÁ D.C.;KR 66 71 25 ANTIGUA / KR 69 P 71 25 NUEVA
4849;4849;PAP. Y DIST. PRETEXTOS;NARIÑO;KR 6 7 39;;SAMANIEGO;KR 6 7 39
4850;4850;PAPELADORNOS;NARIÑO;CL 17 21 A 05 LC 11;;PASTO;CL 17 21 A 05 LC 11
4851;4851;PAPELCO ESTUDIANTIL;BOGOTA;KR 68 F 70 A 31;;BOGOTÁ D.C.;KR 68 F 70 A 31
4852;4852;PAPELERA LAS 3 TORRES;BOGOTA;AK 24 83 57;;BOGOTÁ D.C.;AK 24 83 57
4853;4853;PAPELERIA ANITA;MAGDALENA;CL CENTRAL 6 08;;ARIGUANÍ;CL CENTRAL 6 08
4854;4854;PAPELERIA ARQUITECTONICA;BOGOTA;CL 2 27 52;;BOGOTÁ D.C.;CL 2 27 52
4855;4855;PAPELERIA BOYACA;ANTIOQUIA;CL 51 52 77;;MEDELLIN;CL 51 52 77
4856;4856;PAPELERIA CALASANZ;ANTIOQUIA;KR 81 A 49 A 72;;MEDELLIN;KR 81 A 49 A 72
4857;4857;PAPELERIA CAMPO HERMOSO;CALDAS;AV 19 9 105;;MANIZALES;AV 19 9 105
4858;4858;PAPELERIA CANGREJO;VALLE DEL CAUCA;DG 26 P 9 93 67;;CALI;DG 26 P 9 93 67
4859;4859;PAPELERIA CENTRAL LA 11;PUTUMAYO;CL 11 19 01;;PUERTO ASÍS;CL 11 19 01
4860;4860;PAPELERIA COMERCIAL GAF;BOGOTA;KR 46 152 82 LC 1101;;BOGOTÁ D.C.;KR 46 152 82 LC 1101
4861;4861;PAPELERIA COMERCIAL SANTA MARTHA;BOGOTA;CL 66 C 61 41;;BOGOTÁ D.C.;CL 66 C 61 41
4862;4862;PAPELERIA CONTACTO GLOBALNET;ANTIOQUIA;KR 10 9 31 PQ PRINCIPAL;;VALDIVIA;KR 10 9 31 PQ PRINCIPAL
4863;4863;PAPELERIA COPIER DEPOT;ANTIOQUIA;CL 35 81 35;;MEDELLIN;CL 35 81 35
4864;4864;PAPELERIA COPYDATOS;ANTIOQUIA;KR 46 55 11;;MEDELLIN;KR 46 55 11
4865;4865;PAPELERIA DONCELL;BOGOTA;KR 19 A 79 24;;BOGOTÁ D.C.;KR 19 A 79 24
4866;4866;PAPELERIA E INSUMOS UNIVERSAL SAN ANDRES;SAN ANDRES;AV 20 DE JULIO FTE REGISTRADURIA;;SAN ANDRES(SA);AV 20 DE JULIO FTE REGISTRADURIA
4867;4867;PAPELERIA EDINET;ANTIOQUIA;KR 45 A 63 32;;ITAGÜI;KR 45 A 63 32
4868;4868;PAPELERIA EL KANGURO;BOGOTA;AC 72 91 25;;BOGOTÁ D.C.;AC 72 91 25
4869;4869;PAPELERIA EL PAPEL;QUINDIO;KR 19 29 NORTE 21;;ARMENIA (QUINDIO);KR 19 29 NORTE 21
4870;4870;PAPELERIA EL PINAR;BOGOTA;CL 147 7 B 17;;BOGOTÁ D.C.;CL 147 7 B 17
4871;4871;PAPELERIA ESTACION;BOGOTA;KR 92 146 C 11;;BOGOTÁ D.C.;KR 92 146 C 11
4872;4872;PAPELERIA GALU;CUNDINAMARCA;CL 10 7 46 LC 2;;EL ROSAL;CL 10 7 46 LC 2
4873;4873;PAPELERIA GRAPHOS;BOGOTA;CL 116 9 97;;BOGOTÁ D.C.;CL 116 9 97
4874;4874;PAPELERIA GUSMAR;TOLIMA;KR 6 6 33;;ICONONZO;KR 6 6 33
4875;4875;PAPELERIA HOJARASCA;SANTANDER;KR 9 4 55 LC 4 57 M E D 6;;FLORIDABLANCA;KR 9 4 55 LC 4 57 M E D 6
4876;4876;PAPELERIA IMAN;BOGOTA;KR 31 A 6 92;;BOGOTÁ D.C.;KR 31 A 6 92
4877;4877;PAPELERIA J.J.S.;BOGOTA;KR 27 14 71 SUR;;BOGOTÁ D.C.;KR 27 14 71 SUR
4878;4878;PAPELERIA JAVERIANA DUITAMA;BOYACA;KR 17 14 53;;DUITAMA;KR 17 14 53
4879;4879;PAPELERIA JAVERIANA PAIPA;BOYACA;CL 25 18 49;;PAIPA;CL 25 18 49
4880;4880;PAPELERIA JENUMPAS;BOGOTA;AK 24 40 17;;BOGOTÁ D.C.;AK 24 40 17
4881;4881;PAPELERIA JENUMPAS 2;BOGOTA;AK 24 40 17;;BOGOTÁ D.C.;AK 24 40 17
4882;4882;PAPELERIA JOANA;CALDAS;CL 65 30 03;;MANIZALES;CL 65 30 03
4883;4883;PAPELERIA KOKITO.NET;CUNDINAMARCA;CL 8 19 72 B;;LA MESA;CL 8 19 72 B
4884;4884;PAPELERIA LA 78;ANTIOQUIA;KR 78 45 A 98;;MEDELLIN;KR 78 45 A 98
4885;4885;PAPELERIA LA FERIA;TOLIMA;KR 7 7 35;;CAJAMARCA;KR 7 7 35
4886;4886;PAPELERIA LA GOBERNACION;ATLANTICO;CL 40 45 45;;BARRANQUILLA;CL 40 45 45
4887;4887;PAPELERIA LA NUEVA PANTERA;BOGOTA;CL 80 C BIS 94 12;;BOGOTÁ D.C.;CL 80 C BIS 94 12
4888;4888;PAPELERIA LA VERONICA;TOLIMA;KR 7 10 56;;ESPINAL;KR 7 10 56
4889;4889;PAPELERIA LAPIZ Y PAPEL;CASANARE;KR 22 10 22;;YOPAL;KR 22 10 22
4890;4890;PAPELERIA LERY;ANTIOQUIA;KR 100 97 75;;CHIGORODO;KR 100 97 75
4891;4891;PAPELERIA LUCY DE YAGUARA;HUILA;CL 4 4 14;;YAGUARÁ;CL 4 4 14
4892;4892;PAPELERIA M Y N;BOGOTA;DG 34 5 30;;BOGOTÁ D.C.;DG 34 5 30
4893;4893;PAPELERIA MADRIGAL FLORIDA;BOGOTA;CL 70 A 87 04;;BOGOTÁ D.C.;CL 70 A 87 04
4894;4894;PAPELERIA MAGIA DE COLORES;BOGOTA;AV ESPERANZA 69 22;;BOGOTÁ D.C.;AV ESPERANZA 69 22
4895;4895;PAPELERIA MARVIN;MAGDALENA;CL 14 14 101 AV LIBERTADOR;;SANTA MARTA;CL 14 14 101 AV LIBERTADOR
4896;4896;PAPELERIA MAYUTEL;SANTANDER;CL 21 22 07;;BUCARAMANGA;CL 21 22 07
4897;4897;PAPELERIA MEGA;ANTIOQUIA;KR 79 80 03;;CAREPA;KR 79 80 03
4898;4898;PAPELERIA MUNDO ARTES;SANTANDER;CL 41 31 105;;BUCARAMANGA;CL 41 31 105
4899;4899;PAPELERIA NATALY;BOYACA;KR 12 A 31 03;;PAIPA;KR 12 A 31 03
4900;4900;PAPELERIA NUEVA YOLY;BOYACA;CL 25 20 09;;PAIPA;CL 25 20 09
4901;4901;PAPELERIA OCCIDENTAL;BOGOTA;KR 82 A 6 B 30;;BOGOTÁ D.C.;KR 82 A 6 B 30
4902;4902;PAPELERIA OCCIDENTAL;BOGOTA;KR 82 A 6 B 30;;BOGOTÁ D.C.;KR 82 A 6 B 30
4903;4903;PAPELERIA OFFIPOL;ANTIOQUIA;CL 56 46 04;;MEDELLIN;CL 56 46 04
4904;4904;PAPELERIA OPTIMIZA;ANTIOQUIA;KR 57 49 7;;MEDELLIN;KR 57 49 7
4905;4905;PAPELERIA ORCA;BOGOTA;CL 76 14 11;;BOGOTÁ D.C.;CL 76 14 11
4906;4906;PAPELERIA PANAMA;ANTIOQUIA;CL 21 1 21;;CAUCASIA;CL 21 1 21
4907;4907;PAPELERIA PAPELITOS JL;VALLE DEL CAUCA;CL 105 27 D 03 LC 2;;CALI;CL 105 27 D 03 LC 2
4908;4908;PAPELERIA PAPER VAL;BOLIVAR;2DA AV 22 188;;CARTAGENA;2DA AV 22 188
4909;4909;PAPELERIA QUERUBIN;ANTIOQUIA;CL 56 53 53;;MEDELLIN;CL 56 53 53
4910;4910;PAPELERIA QUERUBIN 2;ANTIOQUIA;CL 56 53 53;;MEDELLIN;CL 56 53 53
4911;4911;PAPELERIA QUINTAS DE SAN REMO;ANTIOQUIA;CL 32 51 08;;ITAGÜI;CL 32 51 08
4912;4912;PAPELERIA RAPICOPIAS;SAN ANDRES;AV 20 DE JULIO 3 139;;SAN ANDRES(SA);AV 20 DE JULIO 3 139
4913;4913;PAPELERIA RAYON;CORDOBA;CL 12 12 52;;CERETÉ;CL 12 12 52
4914;4914;PAPELERIA ROMANA MEDELLIN;ANTIOQUIA;KR 52 CL 18 11;;MEDELLIN;KR 52 CL 18 11
4915;4915;PAPELERIA S TUDIO RENGIFO;BOGOTA;CL 25 B 72 80 BQ 12 LC 24;;BOGOTÁ D.C.;CL 25 B 72 80 BQ 12 LC 24
4916;4916;PAPELERIA SANTA RITA;VALLE DEL CAUCA;CL 7 OESTE 1 35;;CALI;CL 7 OESTE 1 35
4917;4917;PAPELERIA SANTO ANGEL;ANTIOQUIA;KR 84 32 A 65;;MEDELLIN;KR 84 32 A 65
4918;4918;PAPELERIA SEVEN;ANTIOQUIA;CL 49 A 80 19;;MEDELLIN;CL 49 A 80 19
4919;4919;PAPELERIA SUAREZ 1;ANTIOQUIA;CL 94 48 8;;MEDELLIN;CL 94 48 8
4920;4920;PAPELERIA SYSLLEY;TOLIMA;KR 3 2 38;;CASABIANCA;KR 3 2 38
4921;4921;PAPELERIA TEUSAQUILLO VMG;BOGOTA;TV 18A BIS 37 80;;BOGOTÁ D.C.;TV 18A BIS 37 80
4922;4922;PAPELERIA TEUSAQUILLO VMG 2;BOGOTA;TV 18A BIS 37 80;;BOGOTÁ D.C.;TV 18A BIS 37 80
4923;4923;PAPELERIA USTED;ANTIOQUIA;KR 50 49 56;;AMAGA;KR 50 49 56
4924;4924;PAPELERIA VARIEDADES;BOGOTA;CL 90 13 A 12;;BOGOTÁ D.C.;CL 90 13 A 12
4925;4925;PAPELERIA VENECIA;ANTIOQUIA;KR BOLIVAR ATRIO PRINCIPAL;;VENECIA (ANT);KR BOLIVAR ATRIO PRINCIPAL
4926;4926;PAPELERIA WEB40;ANTIOQUIA;KR 40 78 37;;MEDELLIN;KR 40 78 37
4927;4927;PAPELERIA Y CACHARRERIA CENTRAL;VALLE DEL CAUCA;KR 4 5 05;;BUENAVENTURA;KR 4 5 05
4928;4928;PAPELERIA Y CACHARRERIA LA BUENA FE;TOLIMA;BR JORDAN ET 7 MZ 28 CS 8;;IBAGUÉ;BR JORDAN ET 7 MZ 28 CS 8
4929;4929;PAPELERIA Y CACHARRERIA LA ECONOMIA;TOLIMA;CL 42 1 02;;IBAGUÉ;CL 42 1 02
4930;4930;PAPELERIA Y CACHARRERIA LA FORTUNA;CAUCA;CL 3 10 03;;SANTANDER DE QUILICHAO;CL 3 10 03
4931;4931;PAPELERIA Y CACHARRERIA MI PLANETA;BOGOTA;KR 10 8 08 LC 4;;BOGOTÁ D.C.;KR 10 8 08 LC 4
4932;4932;PAPELERIA Y COMUNICACIONES TALENTOS;ANTIOQUIA;DG 53 13 10;;BELLO;DG 53 13 10
4933;4933;PAPELERIA Y DETALLES DONDE ISAAC;BOGOTA;CL 15 SUR 19 41;;BOGOTÁ D.C.;CL 15 SUR 19 41
4934;4934;PAPELERIA Y DETALLES PABLO VI;BOGOTA;KR 53 53 57 LC 8;;BOGOTÁ D.C.;KR 53 53 57 LC 8
4935;4935;PAPELERIA Y DISTRIBUIDORA ANDRES J.M.;VALLE DEL CAUCA;KR 1 OESTE 1 109;;CALI;KR 1 OESTE 1 109
4936;4936;PAPELERIA Y ELEMENTOS PARA OFICINA EL PUNTO;ANTIOQUIA;KR 50 35 40;;MEDELLIN;KR 50 35 40
4937;4937;PAPELERIA Y FERRETERIA EL CACTUS;ANTIOQUIA;CL 92 C 32 80;;MEDELLIN;CL 92 C 32 80
4938;4938;PAPELERIA Y FOTOCOPIAS SAN MATEO;CALDAS;CL 47 A 21 36;;MANIZALES;CL 47 A 21 36
4939;4939;PAPELERIA Y LIBRERIA IPIALES LIMITADA;NARIÑO;KR 6 14 82;;IPIALES;KR 6 14 82
4940;4940;PAPELERIA Y LITOGRAFIA CIRCULAR;ANTIOQUIA;KR 81 42 143;;MEDELLIN;KR 81 42 143
4941;4941;PAPELERIA Y MISCELANEA 3.3;BOGOTA;KR 80 C 24 D 81;;BOGOTÁ D.C.;KR 80 C 24 D 81
4942;4942;PAPELERIA Y MISCELANEA ARTE Y LUJO;BOGOTA;KR 73 A 52 A 28;;BOGOTÁ D.C.;KR 73 A 52 A 28
4943;4943;PAPELERIA Y MISCELANEA BEJARDI;BOGOTA;CL 6 D 79 A 56 LC 2;;BOGOTÁ D.C.;CL 6 D 79 A 56 LC 2
4944;4944;PAPELERIA Y MISCELANEA BRITNEY;BOGOTA;CL 1 SUR 68 A 58;;BOGOTÁ D.C.;CL 1 SUR 68 A 58
4945;4945;PAPELERIA Y MISCELANEA CHOCOITA;SANTANDER;KR 26 29 25;;GIRÓN;KR 26 29 25
4946;4946;PAPELERIA Y MISCELANEA GENESIS NO 1;BOGOTA;KR 8 B BIS 162 29;;BOGOTÁ D.C.;KR 8 B BIS 162 29
4947;4947;PAPELERIA Y MISCELANEA JIMENA;ANTIOQUIA;KR 80 52 B 18;;MEDELLIN;KR 80 52 B 18
4948;4948;PAPELERIA Y MISCELANEA LA MENSAJERA;ANTIOQUIA;KR 51 50 27;;FREDONIA;KR 51 50 27
4949;4949;PAPELERIA Y MISCELANEA LINA PEDRAZA;CUNDINAMARCA;KR 1 1 344;;GUATAVITA;KR 1 1 344
4950;4950;PAPELERIA Y MISCELANEA MARIA 11T;SANTANDER;CL 30 5 E 60 LA CUMBRE;;FLORIDABLANCA;CL 30 5 E 60 LA CUMBRE
4951;4951;PAPELERIA Y MISCELANEA OB.COM;SANTANDER;CL 37 17 69 LC 5 17;;BUCARAMANGA;CL 37 17 69 LC 5 17
4952;4952;PAPELERIA Y MISCELANEA SAN ANTONIO DE PADUA;BOGOTA;CL 52 22 25;;BOGOTÁ D.C.;CL 52 22 25
4953;4953;PAPELERIA Y MISCELANEA SHANA;BOGOTA;CL 8 A BIS 94 23 LC 1;;BOGOTÁ D.C.;CL 8 A BIS 94 23 LC 1
4954;4954;PAPELERIA Y MISCELANEA SPEEDY;BOGOTA;KR 14 147 80 LC 37;;BOGOTÁ D.C.;KR 14 147 80 LC 37
4955;4955;PAPELERIA Y MISCELANEA TANIA;META;CL 37 41 129;;VILLAVICENCIO;CL 37 41 129
4956;4956;PAPELERIA Y MULTISERVICIOS MARLU;SANTANDER;CL 34 10 57;;BUCARAMANGA;CL 34 10 57
4957;4957;PAPELERIA Y PIÑATERIA RICKY;ANTIOQUIA;KR 72 20 D 63;;BELLO;KR 72 20 D 63
4958;4958;PAPELERIA Y REPOSTERIA LA CIGUEÑITA;ANTIOQUIA;CL 9 3 19;;JARDIN;CL 9 3 19
4959;4959;PAPELERIA Y SUMINISTROS ESPAFE S.A.S.;VALLE DEL CAUCA;CL 12 NORTE AV 4 03;;CALI;CL 12 NORTE AV 4 03
4960;4960;PAPELERIA Y VARIEDADES ALVAYEP;ANTIOQUIA;KR BOLIVAR 47 12;;SAN PEDRO (ANT);KR BOLIVAR 47 12
4961;4961;PAPELERIA Y VARIEDADES AMIGA PAEZ;BOYACA;CL 3 2 35;;PAEZ;CL 3 2 35
4962;4962;PAPELERIA Y VARIEDADES BEERMAR;ANTIOQUIA;CL 50 50 05;;TURBO;CL 50 50 05
4963;4963;PAPELERIA Y VARIEDADES CRECIENDO;ANTIOQUIA;KR 90 CL 76 D 78;;MEDELLIN;KR 90 CL 76 D 78
4964;4964;PAPELERIA Y VARIEDADES EL ACADEMICO;BOGOTA;KR 5 20 38;;BOGOTÁ D.C.;KR 5 20 38
4965;4965;PAPELERIA Y VARIEDADES EL CAMPO;VALLE DEL CAUCA;CL 102 12 27;;PALMIRA;CL 102 12 27
4966;4966;PAPELERIA Y VARIEDADES LA 19;META;MZ 19 CS 11;;VILLAVICENCIO;MZ 19 CS 11
4967;4967;PAPELERIA Y VARIEDADES LA DOCENA;ANTIOQUIA;KR 51 126 A SUR 98;;CALDAS (ANT);KR 51 126 A SUR 98
4968;4968;PAPELERIA Y VARIEDADES LISNNAY;SANTANDER;KR 12 15 11;;FLORIDABLANCA;KR 12 15 11
4969;4969;PAPELERIA Y VARIEDADES VILLA LIBIA;CORDOBA;KR 15 1 B 05;;PLANETA RICA;KR 15 1 B 05
4970;4970;PAPELERIA Y VARIEDADES WISADA;ANTIOQUIA;KR 51 41 144 LC 135;;MEDELLIN;KR 51 41 144 LC 135
4971;4971;PAPELERIA Y VARIEDADES XAMUNDI;VALLE DEL CAUCA;KR 11 14 04;;JAMUNDÍ;KR 11 14 04
4972;4972;PAPELERIA Y VARIEDADES YOLA;ANTIOQUIA;CL 13 16 30;;SANTO DOMINGO;CL 13 16 30
4973;4973;PAPELERIA YALUME;BOGOTA;AK 45 187 32 LC 15;;BOGOTÁ D.C.;AK 45 187 32 LC 15
4974;4974;PAPELERIA ZONA ESCOLAR;BOGOTA;KR 80 J 74 C 26 SUR;;BOGOTÁ D.C.;KR 80 J 74 C 26 SUR
4975;4975;PAPELERIA@CENTRO.COM;CUNDINAMARCA;CL 9 4 65;;APULO;CL 9 4 65
4976;4976;PAPELES CORPORATIVOS CRISMA;BOGOTA;CL 81 11 58 LC 3;;BOGOTÁ D.C.;CL 81 11 58 LC 3
4977;4977;PAPELES Y CELULARES DISCEL;SANTANDER;KR 30 46 85;;BARRANCABERMEJA;KR 30 46 85
4978;4978;PAPELES Y DETALLES;SANTANDER;KR 20 53 78;;BARRANCABERMEJA;KR 20 53 78
4979;4979;PAPELES Y OFICINAS;SANTANDER;CL 49 15 56;;BARRANCABERMEJA;CL 49 15 56
4980;4980;PAPELES Y SUMINISTROS DE LA 71;BOGOTA;CL 71 5 23 LC 101 BR ROSALES;;BOGOTÁ D.C.;CL 71 5 23 LC 101 BR ROSALES
4981;4981;PAPER CLASS LTDA;BOGOTA;KR 7 156 80 LC 2;;BOGOTÁ D.C.;KR 7 156 80 LC 2
4982;4982;PAPERPLAST BARBOSA PAPELERIA Y PLASTICOS BARBOSA;ANTIOQUIA;CL 15 11 25;;BARBOSA;CL 15 11 25
4983;4983;PAPITAS Y PITAS;ANTIOQUIA;KR 40 48 B S 03;;ENVIGADO;KR 40 48 B S 03
4984;4984;PAPYROS SUMINISTROS;BOGOTA;CL 8 69 C 17;;BOGOTÁ D.C.;CL 8 69 C 17
4985;4985;PAPYRUS EXPRESS;BOGOTA;KR 123 13 C 85 LC 356;;BOGOTÁ D.C.;KR 123 13 C 85 LC 356
4986;4986;PAPYRUS EXPRESS 2;BOGOTA;KR 123 13 C 85 LC 356;;BOGOTÁ D.C.;KR 123 13 C 85 LC 356
4987;4987;PARA BEBER Y CHUPAR;SANTANDER;KR 33 98 29;;FLORIDABLANCA;KR 33 98 29
4988;4988;PARADA LEAL JEANETTE MERCEDES;NORTE DE SANTANDER;CL 6 A 5 A 26;;PAMPLONA;CL 6 A 5 A 26
